지도코드,지도_동,시,구,동,행정코드,총교통량,개인승용차교통량,버스교통량,화물차교통량,혼잡빈도강도,주유소_개수,LPG충전소_개수,인구밀도,혼잡시간강도,공시지가평균,공시지가중앙값,위도,경도,주유소_최솟값,주유소_최소3개평균,주유소_최소5개평균,lpg_최솟값,lpg_최소3개평균,lpg_최소5개평균,과학·기술,교육,보건의료,부동산,소매,수리·개인,숙박,시설관리·임대,예술·스포츠,음식,상업수,거리_최솟값,최소거리2개평균,입지선정지수
27260105,수성동3가,대구광역시,수성구,수성2·3가동,2206059,6313.0,5367.0,254.0,693.0,46.62,0,0,18151.0,65.4,3231846.154,2704500,35.8548528,128.618988,717.1755194,1005.915712,1120.189507,989.3614752,1326.628815,1461.016284,28,38,8,17,70,51,0,6,20,70,308,1668.0844471290422,2488.843751340161,-6832.416899999999
27290114,본리동,대구광역시,달서구,본리동,2207056,8450.0,6973.0,347.0,1130.0,46.29,5,1,18329.3578,65.95,1673238.776,1438000,35.8409942,128.5431592,541.8437874,576.4507144,640.3889865,611.9037739,924.4032834,1162.593988,40,22,8,38,152,81,9,22,46,237,655,4800.732379100526,5101.8025102796655,-6827.673565180001
27140120,율암동,대구광역시,동구,안심2동,2202074,12335.0,9386.0,385.0,2565.0,58.9,1,0,810.0,67.19,1208397.436,1065000,35.8803987,128.7044625,1584.425685,1584.425685,1584.425685,2394.243047,2981.495708,3754.597108,3,0,2,0,18,7,0,2,0,8,40,2420.0652354751696,3844.332805115251,-6744.10986
27260104,수성동2가,대구광역시,수성구,수성2·3가동,2206059,6313.0,5367.0,254.0,693.0,46.62,0,0,18151.0,65.4,2699285.714,2327500,35.8548321,128.6151,929.0824373,957.2441956,1017.185664,1198.21854,1323.502479,1432.88608,26,27,14,12,96,44,0,9,12,137,377,1381.346455244182,2521.043948260527,-6737.3174
27170101,내당동,대구광역시,서구,내당동,2203051,8089.0,6807.0,437.5,844.0,50.03,3,0,18708.02,64.72,1482649.468,1204000,35.8606231,128.5607411,360.2643334,828.5692924,930.6355433,754.2039627,816.7880469,1064.954899,95,47,16,71,444,256,17,50,61,531,1588,3521.1900748468097,3681.281272755958,-6718.784941999999
27290111,용산동,대구광역시,달서구,용산동,2207072,9864.0,7772.0,287.0,1805.0,61.64,2,0,3175.0,74.15,1489500.333,1254000,35.8566805,128.5311689,244.537829,466.9721019,647.2112546,965.2700754,1373.218356,1632.595638,117,42,12,24,351,187,0,54,91,464,1342,3867.633033215966,3917.170480351763,-6695.412200000001
27290122,송현동,대구광역시,달서구,송현동,2207069,9169.0,7706.0,464.0,999.0,54.86,4,0,4233.0,67.56,1531549.005,1348000,35.829258,128.5547037,484.2128303,552.0356588,687.0380927,916.9911486,1416.729688,1825.384147,133,56,12,63,425,338,3,80,80,513,1703,5737.612335691297,5896.842629807999,-6689.14964
27290110,장기동,대구광역시,달서구,장기동,2207059,9214.0,7245.0,306.0,1662.0,56.79,1,0,5059.807074,69.23,1568530.612,1518000,35.843407,128.5299,606.6443976,674.7477837,711.1157025,646.6773198,725.9846374,745.0436777,52,44,4,32,126,124,1,17,38,237,675,3592.185042596645,4451.644309653162,-6656.8444634094
27140119,용계동,대구광역시,동구,안심2동,2202074,12335.0,9386.0,385.0,2565.0,58.9,7,1,810.0,67.19,794208.0645,777200,35.87355,128.6862389,526.9515811,526.9515811,526.9515811,2751.470276,3440.181055,3725.262732,9,3,0,7,91,51,3,17,9,49,239,3485.206839101904,3854.072161073549,-6629.73536
27290109,장동,대구광역시,달서구,장기동,2207059,9214.0,7245.0,306.0,1662.0,56.79,3,1,1852.0,69.23,932322.2222,941300,35.840849,128.512387,378.3368825,555.1590015,689.1918809,623.2340503,1113.755596,1318.82799,25,0,0,5,23,49,0,7,0,20,129,2038.5470444204427,4102.444791401777,-6623.28712
27260108,중동,대구광역시,수성구,중동,2206063,10859.0,9211.0,366.0,1282.0,41.48,4,2,15665.93407,62.58,2108845.349,1734000,35.847374,128.6150346,434.4413553,545.0716329,660.5210739,1104.359897,1581.283987,1774.468547,106,31,13,31,164,126,5,39,31,180,726,2004.0059141292347,2876.600184796552,-6601.563397017
27230102,칠성동2가,대구광역시,북구,칠성동,2205052,7621.0,6437.0,278.0,907.0,53.23,1,1,19291.66667,67.23,1592799.083,1295000,35.880515,128.596325,468.6775869,570.9599836,617.9539974,1377.62131,1753.816461,1947.273805,66,34,3,16,467,92,7,24,34,272,1015,2077.144544933956,3409.801880511245,-6596.336020076999
27290108,이곡동,대구광역시,달서구,이곡동,2207060,7171.0,5691.0,299.0,1181.0,60.73,2,1,2116.0,72.39,1811225.283,1433000,35.851657,128.510638,367.2745609,484.548887,805.5307575,588.3822109,1649.526534,1937.124214,92,90,21,37,276,173,13,51,122,535,1410,2040.1223064736791,3638.5488605076407,-6587.755459999999
27170103,평리동,대구광역시,서구,평리동,2203060,6963.8,5605.6,313.2,1045.2,60.174,14,1,14336.94,72.25,1065185.028,965050,35.8756068,128.5632042,1181.085167,1389.829288,1431.578112,983.3653115,1452.417805,1644.097998,129,64,31,97,557,358,40,88,105,830,2299,2264.711791365433,3076.13591902967,-6557.505474
27140121,상매동,대구광역시,동구,안심2동,2202074,12335.0,9386.0,385.0,2565.0,58.9,0,0,810.0,67.19,393752.0,124200,35.907799,128.711925,3505.977499,4035.535133,4192.119571,4393.434422,4641.15528,5111.155618,8,0,0,2,5,0,8,0,1,16,40,2855.3404562233445,5330.0027877659495,-6555.94986
27140122,매여동,대구광역시,동구,안심2동,2202074,12335.0,9386.0,385.0,2565.0,58.9,0,0,810.0,67.19,136315.0,68900,35.9114,128.7283,3673.005031,4165.08954,4324.696453,4547.427494,4556.063743,5386.948063,1,0,0,0,0,0,0,0,0,3,4,2740.849695816729,5926.289979657296,-6555.16786
27230101,칠성동1가,대구광역시,북구,칠성동,2205052,7621.0,6437.0,278.0,907.0,53.23,0,0,3076.0,67.23,2535764.179,1863000,35.875665,128.605012,290.8770885,361.2331882,547.962714,426.6586681,907.5811822,1243.976751,2,2,1,4,169,4,2,1,5,73,263,1453.344439886128,3297.990587883376,-6550.05012
27110156,남산동,대구광역시,중구,남산동,2201064,10733.33333,9233.0,456.6666667,1044.0,37.55,1,1,21229.81366,60.90333333,1880557.86,1437000,35.8593362,128.5904272,449.8801703,585.3878366,793.6930296,1296.317106,1613.80524,1954.155483,401,124,36,82,356,219,5,65,37,388,1713,1210.703751935658,3257.629682786732,-6549.869108724979
27290117,진천동,대구광역시,달서구,진천동,2207064,7581.0,6187.0,340.0,1054.0,49.87,3,0,9715.264188,67.16,1980659.341,1524000,35.8122129,128.5228173,280.8771467,392.703711,487.7525997,1609.134031,2078.280346,2353.845936,59,69,18,59,298,221,2,32,52,450,1260,4594.028737235217,6709.340745112733,-6545.6576427428
27290123,대곡동,대구광역시,달서구,진천동,2207064,7581.0,6187.0,340.0,1054.0,49.87,3,0,1587.0,67.16,1345916.6,1382500,35.7986,128.528775,591.0221621,1159.013942,1396.748462,3135.867767,3360.493099,3720.375925,44,33,4,32,97,100,1,19,32,231,593,6122.876317030121,7953.422720193166,-6520.02324
27110154,대신동,대구광역시,중구,대신동,2201062,6078.0,5136.0,343.0,599.0,53.54,0,0,14398.07692,69.04,2887434.524,1681000,35.8655452,128.5762676,524.7531239,751.5847426,1068.719526,1940.833345,2085.998492,2195.76822,16,13,7,18,2176,77,7,8,4,208,2534,2453.459241591969,3171.2111077825675,-6478.946736851999
27140101,신암동,대구광역시,동구,신암동,2202051,7505.25,6272.75,375.5,857.0,47.6,2,0,16552.87009,66.01,1467884.282,1123000,35.8843073,128.6163548,759.8341041,946.600737,1017.657751,1115.581279,1248.473721,1394.832278,108,59,17,120,468,260,44,71,72,690,1909,2680.685732342197,3767.659624634657,-6462.356139079
27230103,고성동1가,대구광역시,북구,고성동,2205051,6967.0,5665.0,365.0,937.0,36.49,0,0,33807.69231,54.54,870800.0,870800,35.8788133,128.5852093,475.4281211,556.8727673,624.0150916,1497.044546,1989.077662,2169.055309,2,1,0,2,3,3,0,0,0,4,15,2419.8486280653988,3121.624788499231,-6415.863952360999
27230112,복현동,대구광역시,북구,복현동,2205065,6364.0,5189.0,312.0,864.0,45.35,4,1,16968.0,63.64,1441558.696,1326500,35.893749,128.61855,72.74697306,352.192417,489.9801019,350.1193869,713.2425934,1227.916698,52,53,9,42,190,132,25,15,73,401,992,3718.6854102440902,4609.012954590754,-6383.1525599999995
27110141,서문로2가,대구광역시,중구,성내3동,2201061,10307.0,8789.0,383.0,1135.0,38.64,0,0,6153.16,56.95,2341142.857,2349000,35.8709061,128.5863209,664.7964214,680.3085979,925.2536374,1727.121243,1909.855543,2071.86602,12,0,1,3,9,4,0,5,0,3,37,1778.3766549964698,3024.647040591645,-6313.933195999999
27110129,도원동,대구광역시,중구,성내3동,2201061,10307.0,8789.0,383.0,1135.0,38.64,0,0,6153.16,56.95,2167000.0,2167000,35.8765722,128.5833253,560.103027,673.659181,735.787281,1586.542485,2048.255767,2204.709849,0,1,0,1,0,0,0,0,0,3,5,2368.008109811225,3059.745195074711,-6286.669195999999
27230118,읍내동,대구광역시,북구,읍내동,2205076,9190.0,6875.0,305.0,2010.0,58.73,5,1,4333.274956,66.23,920785.7303,844200,35.9459392,128.5505356,397.3793862,467.0726895,601.8912121,516.5084145,2180.689186,3639.043297,50,26,12,38,255,164,0,20,27,309,901,875.2893063561677,3569.6144337485352,-6201.7677714836
27230124,동천동,대구광역시,북구,동천동,2205082,4368.0,3446.0,218.0,703.0,45.33,2,0,23239.28571,62.4,2095380.952,2040000,35.9372162,128.5580729,480.787018,721.9568954,958.4614455,1465.255534,2055.419765,3128.381348,33,113,34,20,271,145,11,19,115,492,1253,1616.7817788773718,3511.481593939065,-6195.2399999009995
27110134,서성로1가,대구광역시,중구,성내3동,2201061,10307.0,8789.0,383.0,1135.0,38.64,0,0,6619.74,56.95,1824154.545,1602000,35.8724426,128.5871681,483.4236375,500.9557322,772.0752564,1734.656229,1893.802905,2032.449792,2,0,0,0,14,3,1,0,2,8,30,1810.134498423855,3034.405066063949,-6177.309694
27260103,수성동1가,대구광역시,수성구,수성1가동,2206058,8397.0,7225.0,305.0,867.0,31.06,0,0,29950.0,52.99,2685234.783,2428000,35.855,128.611,623.4660592,772.8243363,875.6513593,916.9371917,1204.871941,1432.407905,43,63,14,37,138,104,0,17,24,143,583,1103.2122012053114,2567.261072202422,-6160.4785600000005
27110140,동산동,대구광역시,중구,성내3동,2201061,10307.0,8789.0,383.0,1135.0,38.64,0,0,6153.16,56.95,2586896.429,1859000,35.8685,128.5843,987.570404,1001.684114,1105.836837,1816.636987,2027.986159,2206.223528,28,7,11,7,131,8,2,11,1,46,252,1826.08794566991,3040.0058240592034,-6154.550695999999
27140126,괴전동,대구광역시,동구,안심3동,2202076,9604.0,6550.0,323.0,2731.0,57.76,3,1,3600.0,62.42,770530.2564,733700,35.8715571,128.737775,783.5037189,852.6418491,1042.101048,894.6409607,1045.755206,3796.091929,12,8,0,11,22,23,0,3,1,19,99,1821.6374174398336,4740.493393416967,-6150.3753799999995
27110132,인교동,대구광역시,중구,성내3동,2201061,10307.0,8789.0,383.0,1135.0,38.64,0,0,6153.16,56.95,1566418.519,1555000,35.8729064,128.5840028,628.4050585,691.3267535,880.4058869,1968.211628,2072.313093,2216.326951,4,0,0,0,29,14,3,1,2,12,65,2073.7694447387275,3027.3798979968105,-6147.139195999999
27110155,달성동,대구광역시,중구,성내3동,2201061,10307.0,8789.0,383.0,1135.0,38.64,0,0,6153.16,56.95,1522603.704,1505000,35.8759487,128.579075,712.4733126,869.5570447,964.2451642,1479.432903,1962.399746,2229.470797,3,2,1,16,21,7,3,3,0,16,72,2631.302392536591,3031.1586830343194,-6135.1406959999995
27110133,서야동,대구광역시,중구,성내3동,2201061,10307.0,8789.0,383.0,1135.0,38.64,0,0,6153.16,56.95,1615344.444,1393000,35.8732642,128.5857366,484.2707628,537.6527831,777.0745654,1892.144979,1995.278376,2120.770971,4,0,0,1,9,1,0,1,0,2,18,1968.257121749424,3035.2793076193384,-6128.157695999999
27170102,비산동,대구광역시,서구,비산동,2203054,12772.2,10478.2,654.2,1640.2,39.438,5,0,10560.5,53.874,1089386.154,968500,35.8811924,128.5689458,393.1187212,680.6617208,816.6891468,924.4969064,1270.296966,1825.706194,111,25,13,68,663,366,44,61,92,884,2327,2355.9859380040634,3035.5124565066044,-6119.743165999999
27290105,호림동,대구광역시,달서구,신당동,2207061,6664.0,5099.0,275.0,1290.0,50.5,1,0,2645.0,63.22,1481150.0,1501500,35.8347,128.4789,1105.944205,1532.760425,1871.341842,2308.951732,2796.635676,3188.985596,7,2,1,8,196,32,19,3,7,93,368,1442.7804990426628,4989.238259946969,-6112.96818
27260107,황금동,대구광역시,수성구,황금동,2206061,14006.0,11905.0,562.0,1540.0,31.35,6,0,9167.79,52.33,2016826.437,1635000,35.8439571,128.63815,1165.582009,1198.452069,1257.90342,441.9125468,1632.988407,2017.982685,127,111,17,65,238,198,12,35,53,385,1241,1960.071912399788,2868.8043773132945,-6111.880068999999
27140127,금강동,대구광역시,동구,안심3동,2202076,9604.0,6550.0,323.0,2731.0,57.76,0,0,3600.0,62.42,194556.4103,128900,35.8585404,128.7371125,1604.246973,1617.859454,1908.79873,1555.221186,1794.597851,4365.059358,0,0,0,0,0,1,0,0,1,6,8,3192.4792092176194,5283.604153650649,-6055.39588
27290106,갈산동,대구광역시,달서구,신당동,2207061,6664.0,5099.0,275.0,1290.0,50.5,0,1,2381.0,63.22,851686.9565,876100,35.8421904,128.4994625,758.4838895,954.7450088,1027.74603,1149.137349,2004.072374,2212.021588,34,1,0,10,29,10,0,11,1,54,150,863.9054154150074,3773.9863510418513,-6044.028780000001
27140117,신기동,대구광역시,동구,안심1동,2202073,7735.0,5870.0,280.0,1585.0,50.0,0,0,12600.0,60.25,1177240.0,1109000,35.8654571,128.7052,1408.468101,1408.468101,1408.468101,2128.658291,2874.099097,3827.244309,18,5,5,12,118,53,3,11,15,154,394,3261.2743929905887,3951.6485324456207,-6039.7255
27140129,사복동,대구광역시,동구,안심3동,2202076,9604.0,6550.0,323.0,2731.0,57.76,0,0,3600.0,62.42,398862.5,116400,35.8714,128.7531,410.6076174,1581.942801,1936.126198,410.8509111,1651.804438,4707.968221,6,13,0,4,13,14,0,4,2,17,73,2685.017662715383,5844.063226602228,-6034.338379999999
27290125,호산동,대구광역시,달서구,신당동,2207061,6664.0,5099.0,275.0,1290.0,50.5,1,0,1323.0,63.22,1656422.222,1553000,35.8537,128.4823,996.0006625,1112.781415,1307.681993,1133.301959,2710.783011,3390.443675,24,7,2,24,91,56,32,17,42,281,576,1294.611398236537,4111.673280064574,-6033.34598
27140128,대림동,대구광역시,동구,안심3동,2202076,9604.0,6550.0,323.0,2731.0,57.76,1,0,3600.0,62.42,444440.0,156450,35.8686,128.7452,945.5939166,1310.44821,1527.879592,944.7404325,1361.077183,4272.026412,16,11,0,4,26,9,0,10,8,27,111,2431.0445151563986,5336.510820655165,-6031.49938
27290104,파호동,대구광역시,달서구,신당동,2207061,6664.0,5099.0,275.0,1290.0,50.5,0,0,800.0,63.22,1195253.333,958600,35.8455487,128.4745125,1652.314852,1747.2067,1863.09776,1044.780913,2793.328912,3470.319415,9,8,0,3,17,23,0,2,8,57,127,1423.364864047241,4727.574075983347,-6030.5741800000005
27230104,고성동2가,대구광역시,북구,고성동,2205051,6967.0,5665.0,365.0,937.0,36.49,0,0,13027.27273,54.54,1537095.238,1449000,35.8803654,128.582875,490.2408823,637.9739962,752.8143377,1227.310052,1886.041417,2138.784412,4,4,0,18,30,26,3,1,5,61,152,2689.309005580158,3129.8571919345763,-6012.362760063
27140115,서호동,대구광역시,동구,안심4동,2202077,4853.0,3760.0,254.0,839.0,45.84,1,0,11000.0,60.91,979564.2857,926650,35.8652,128.7106,1579.936234,1738.391241,1790.416376,1671.998517,2415.187515,3737.492231,10,11,2,8,34,29,0,13,8,46,161,2969.136789912467,4038.2641676069247,-6000.740239999999
27140124,신서동,대구광역시,동구,안심3동,2202076,9604.0,6550.0,323.0,2731.0,57.76,2,0,3600.0,62.42,1241620.0,1047000,35.8865,128.7312,1018.935049,1445.367856,1688.998048,1808.20248,1964.300408,4073.423379,55,81,10,37,194,128,1,22,48,312,888,102.40350366965087,3899.831370441456,-5987.775879999999
27230105,고성동3가,대구광역시,북구,고성동,2205051,6967.0,5665.0,365.0,937.0,36.49,0,0,12237.5,54.54,1553191.304,1448000,35.8825737,128.5854625,421.1609183,625.6375553,731.5380507,1249.421154,1824.73839,2080.231621,13,2,0,3,27,16,0,4,19,145,229,2729.91452111261,3232.683398309256,-5971.93551
27140108,지저동,대구광역시,동구,지저동,2202065,12189.0,9906.0,384.0,1899.0,40.27,4,0,4065.437788,57.83,941725.9259,889850,35.893439,128.638318,393.9599163,421.6784567,623.5214877,394.4410169,991.9796527,1365.798303,11,6,3,7,110,62,4,16,20,119,358,4601.852039111922,4631.60733262566,-5954.6228329028
27140123,각산동,대구광역시,동구,안심4동,2202077,4853.0,3760.0,254.0,839.0,45.84,1,0,11000.0,60.91,1228932.593,1363500,35.8841,128.717,1033.202909,1518.605909,1813.06284,1812.718584,2316.802931,3768.351541,69,50,7,33,105,113,1,21,34,203,636,1219.1127222972866,3833.031525312241,-5952.497739999999
27260113,범물동,대구광역시,수성구,범물동,2206069,4383.0,3563.0,162.0,657.0,51.45,2,0,3556.24,67.26,1119397.143,1054000,35.8177917,128.6459625,624.4803175,869.4287931,1434.81823,2646.315814,3218.234793,3677.468771,56,52,12,23,256,85,1,27,27,197,736,4157.859228711251,5229.34737272568,-5892.119184
27260101,범어동,대구광역시,수성구,범어동,2206051,7737.666667,6510.0,372.3333333,856.3333333,40.57333333,12,1,18349.35,61.10666667,3241539.111,2522000,35.8555656,128.6220352,631.2799331,994.0873701,1172.663818,723.7802602,1222.830952,1458.982112,724,484,75,236,502,346,12,87,150,1089,3705,1874.223106674562,2455.423173992716,-5875.29971182102
27290107,신당동,대구광역시,달서구,신당동,2207061,6664.0,5099.0,275.0,1290.0,50.5,4,0,3120.641711,63.22,1601964.912,1476000,35.8589654,128.4988125,635.6246698,824.6426782,911.117045,1784.999039,2656.079047,2995.767944,116,19,3,61,301,151,9,36,59,509,1264,1842.490615881852,3614.5340225582777,-5863.0475035241
27140118,율하동,대구광역시,동구,안심1동,2202073,7735.0,5870.0,280.0,1585.0,50.0,1,0,12600.0,60.25,1261727.907,1127000,35.8668237,128.691,469.2835027,469.2835027,469.2835027,3362.433145,3405.954253,3901.83466,62,70,17,41,328,210,1,29,55,418,1231,3478.6212736945163,3822.2725182382887,-5804.361999999999
27230111,산격동,대구광역시,북구,산격동,2205061,9583.0,7723.0,391.3333333,1468.0,48.57333333,12,2,7588.4,62.28333333,1362596.186,1152000,35.9003822,128.5969732,218.5324346,224.1794911,271.4746591,762.1252703,1061.938899,1545.580787,221,60,18,50,1006,295,21,115,96,851,2733,4224.198784066402,4531.542751298521,-5784.053906297059
27290101,성당동,대구광역시,달서구,성당동,2207075,5760.0,4679.0,301.0,780.0,45.02,3,1,10784.42211,58.74,1336746.018,1165000,35.8405861,128.5530987,369.5422252,608.102582,799.2994608,585.4350126,1155.752348,1345.47251,80,37,5,40,249,179,15,36,41,322,1004,5145.351288598627,5319.776198663319,-5783.958510740999
27140116,동호동,대구광역시,동구,안심4동,2202077,4853.0,3760.0,254.0,839.0,45.84,1,0,3600.0,60.91,1255157.447,1050000,35.8667487,128.717525,937.1896319,1097.972463,1443.283486,1027.243636,1769.1742,3564.742617,35,16,2,23,76,99,2,20,23,147,443,2492.353730111,4124.030282596559,-5773.959239999999
27290124,본동,대구광역시,달서구,본동,2207071,9651.0,8139.0,382.0,1130.0,34.17,3,0,10961.81818,53.16,1238582.979,1124000,35.8344571,128.5410375,271.6099798,322.4429601,433.5500912,586.4814652,790.3375591,1005.890861,46,9,2,30,105,82,4,26,26,170,500,4716.856097704841,5426.498559319989,-5746.726639958
27140102,신천동,대구광역시,동구,신천동,2202056,7418.0,6241.0,326.0,852.0,36.91,2,1,21128.20513,58.46,2159600.948,1802000,35.8727571,128.623575,483.9858133,669.0261712,822.4655992,482.3972442,793.594769,1039.554643,427,96,20,98,770,260,57,96,70,788,2682,2155.062401732575,2846.292529099725,-5729.944578502999
27140109,입석동,대구광역시,동구,동촌동,2202066,6095.0,4828.0,311.0,955.0,39.17,0,0,3979.53,55.87,996728.2609,839300,35.8986,128.6535,1040.731032,1077.710799,1137.973508,1228.071428,1666.286762,2145.068742,21,2,1,7,58,46,6,5,13,121,280,4904.747977983403,5474.905536453704,-5575.050723
27140110,검사동,대구광역시,동구,동촌동,2202066,6095.0,4828.0,311.0,955.0,39.17,3,0,3979.53,55.87,881487.6923,767000,35.8958,128.6641,1366.413763,1366.413763,1370.477601,1388.412387,1996.284608,2697.32173,27,5,1,9,75,61,5,14,17,78,292,4653.699767510572,5348.657875441016,-5557.164723
27260111,두산동,대구광역시,수성구,두산동,2206066,9770.0,8295.0,403.0,1073.0,32.88,4,0,7247.715736,51.55,3882605.538,2066000,35.8295333,128.6207125,481.8222233,624.2075049,744.3282078,1133.941692,1393.271552,2287.830593,111,50,2,61,247,166,20,41,68,621,1387,4000.677377507292,4096.679003186225,-5537.360833501599
27260106,수성동4가,대구광역시,수성구,수성4가동,2206060,7792.0,6740.0,258.0,794.0,28.74,0,0,21206.0,49.08,3058727.273,2570000,35.8635904,128.615825,1145.424429,1243.247965,1295.360171,580.6455199,899.0149976,991.2426673,40,50,19,26,104,76,0,9,37,215,576,1145.1871251152804,2440.4547898231517,-5529.834519999999
27230110,대현동,대구광역시,북구,대현동,2205084,8285.0,7167.0,316.0,802.0,37.62,2,0,13222.13115,52.57,1239112.727,1055500,35.8821691,128.6058227,228.2978244,370.0946968,514.8471035,1015.190114,1545.30189,1708.073237,47,23,7,32,152,92,12,39,32,292,728,2178.6878766861023,3814.351096997416,-5460.674609565
27260117,사월동,대구광역시,수성구,고산3동,2206073,5256.0,4126.0,213.0,917.0,48.79,2,0,7936.0,56.07,1369068.182,926600,35.8394,128.7193,335.196067,555.1583523,1178.443257,3529.497759,3998.917778,5377.980108,9,9,0,10,26,20,0,5,16,38,133,5342.77554819959,5665.99131636182,-5425.17008
27170105,중리동,대구광역시,서구,상중이동,2203066,21527.0,15375.0,391.0,5761.0,38.82,4,2,7520.930233,48.5,1132702.5,1141500,35.8629154,128.5390125,200.5840071,321.9807844,501.5291976,114.4848871,565.2876396,977.6412631,82,21,5,26,231,94,3,54,28,181,725,3017.140211028472,3954.095771307243,-5269.3157883823
